         Sample#               E               M           <eps>             <m>             C_V        Suscept.
           86500              -8              -4        -2.25739         1.12936       0.0286191       -0.585707
           86600              -8              -4        -2.25705         1.12919       0.0285862       -0.584855
           86700              -8              -4        -2.25671         1.12902       0.0285532       -0.584005
           86800              -8              -4        -2.25638         1.12885       0.0285204       -0.583158
           86900              -8              -4        -2.25597         1.12867        0.029038       -0.582255
           87000              -8              -4        -2.25564          1.1285       0.0290047       -0.581413
           87100              -8              -4         -2.2553         1.12833       0.0289715       -0.580573
           87200              -8              -4        -2.25497         1.12817       0.0289383       -0.579736
           87300              -8              -4        -2.25464           1.128       0.0289052       -0.578901
           87400              -8              -4        -2.25432         1.12784       0.0288722       -0.578068
           87500              -8              -4        -2.25399         1.12767       0.0288393       -0.577238
           87600              -8              -4        -2.25366         1.12751       0.0288064        -0.57641
           87700              -8              -4        -2.25333         1.12734       0.0287736       -0.575585
           87800              -8              -4        -2.25301         1.12718       0.0287409       -0.574762
           87900              -8              -4        -2.25268         1.12702       0.0287083       -0.573941
           88000              -8               4        -2.25231         1.12684        0.029038       -0.573084
           88100              -8               4        -2.25198         1.12668       0.0290051       -0.572268
           88200              -8               4        -2.25166         1.12652       0.0289723       -0.571454
           88300              -8               4        -2.25134         1.12635       0.0289395       -0.570643
           88400              -8               4        -2.25102         1.12619       0.0289069       -0.569833
           88500              -8               4         -2.2507         1.12603       0.0288743       -0.569027
           88600              -8               4        -2.25038         1.12587       0.0288417       -0.568222
           88700              -8               4        -2.25006         1.12571       0.0288093       -0.567419
           88800              -8               4        -2.24975         1.12555       0.0287769       -0.566619
           88900              -8               4        -2.24943         1.12539       0.0287446       -0.565821
           89000              -8               4        -2.24906         1.12522       0.0290706       -0.564988
           89100              -8               4        -2.24875         1.12506        0.029038       -0.564194
           89200              -8               4        -2.24843         1.12491       0.0290055       -0.563403
           89300              -8               4         -2.2481         1.12474       0.0291516       -0.562595
           89400              -8               4        -2.24778         1.12458       0.0291191       -0.561808
           89500              -8               4        -2.24747         1.12443       0.0290866       -0.561023
           89600              -8               4        -2.24716         1.12427       0.0290542       -0.560241
           89700              -8               4        -2.24685         1.12412       0.0290219        -0.55946
           89800              -8               4        -2.24654         1.12396       0.0289896       -0.558682
           89900              -8               4        -2.24623          1.1238       0.0289574       -0.557906
           90000              -8               4        -2.24593         1.12365       0.0289253       -0.557132
           90100              -8               4        -2.24562          1.1235       0.0288933        -0.55636
           90200              -8               4        -2.24531         1.12334       0.0288613       -0.555591
           90300              -8               4        -2.24501         1.12319       0.0288294       -0.554823
           90400              -8               4         -2.2447         1.12303       0.0287975       -0.554058
           90500              -8               4        -2.24437         1.12288       0.0289419       -0.553276
           90600              -8               4        -2.24407         1.12272         0.02891       -0.552515
           90700              -8               4        -2.24377         1.12257       0.0288782       -0.551755
           90800              -8               4        -2.24347         1.12242       0.0288465       -0.550998
           90900              -8               4        -2.24316         1.12227       0.0288148       -0.550243
           91000              -8               4        -2.24281         1.12209       0.0291336       -0.549367
           91100              -8               4        -2.24252         1.12194       0.0291016       -0.548616
           91200              -8               4        -2.24222         1.12179       0.0290698       -0.547868
           91300              -8               4        -2.24189         1.12163       0.0292126        -0.54706
           91400              -8               4         -2.2416         1.12148       0.0291807       -0.546315
           91500              -8               4         -2.2413         1.12133       0.0291489       -0.545572
           91600              -8               4          -2.241         1.12118       0.0291171       -0.544832
           91700              -8               4        -2.24071         1.12103       0.0290854       -0.544093
           91800              -8               4        -2.24042         1.12089       0.0290538       -0.543356
           91900              -8               4        -2.24012         1.12074       0.0290222       -0.542621
           92000              -8               4        -2.23983         1.12059       0.0289908       -0.541889
           92100              -8               4        -2.23954         1.12044       0.0289593       -0.541158
           92200              -8               4        -2.23925          1.1203        0.028928       -0.540429
           92300              -8               4        -2.23896         1.12015       0.0288967       -0.539702
           92400              -8               4        -2.23867         1.12001       0.0288655       -0.538977
           92500              -8               4        -2.23838         1.11986       0.0288343       -0.538254
           92600              -8               4        -2.23809         1.11972       0.0288033       -0.537533
           92700              -8               4         -2.2378         1.11957       0.0287722       -0.536814
           92800              -8               4        -2.23749         1.11942       0.0289131       -0.536079
           92900              -8               4         -2.2372         1.11928        0.028882       -0.535363
           93000              -8               4        -2.23692         1.11913        0.028851        -0.53465
           93100              -8               4        -2.23663         1.11899       0.0288201       -0.533938
           93200              -8               4        -2.23635         1.11885       0.0287892       -0.533228
           93300              -8               4        -2.23606          1.1187       0.0287584       -0.532521
           93400              -8               4        -2.23578         1.11856       0.0287277       -0.531815
           93500              -8               4         -2.2355         1.11842        0.028697        -0.53111
           93600              -8               4        -2.23522         1.11828       0.0286664       -0.530408
           93700              -8               4        -2.23493         1.11814       0.0286359       -0.529708
           93800              -8               4        -2.23465           1.118       0.0286054       -0.529009
           93900              -8              -4        -2.23435         1.11784       0.0287448       -0.528253
           94000              -8              -4        -2.23407          1.1177       0.0287142       -0.527558
           94100              -8              -4        -2.23379         1.11756       0.0286838       -0.526865
           94200              -8              -4        -2.23352         1.11742       0.0286534       -0.526174
           94300              -8              -4        -2.23324         1.11728       0.0286231       -0.525484
           94400              -8              -4        -2.23296         1.11714       0.0285928       -0.524797
           94500              -8              -4        -2.23269         1.11701       0.0285626       -0.524111
           94600              -8              -4        -2.23241         1.11687       0.0285324       -0.523426
           94700              -8              -4        -2.23214         1.11673       0.0285024       -0.522744
           94800              -8              -4        -2.23186         1.11659       0.0284724       -0.522063
           94900              -8              -4        -2.23159         1.11645       0.0284424       -0.521385
           95000              -8              -4        -2.23122         1.11629       0.0290838       -0.520638
           95100              -8              -4        -2.23095         1.11616       0.0290533       -0.519963
           95200              -8              -4        -2.23068         1.11602       0.0290228        -0.51929
           95300              -8              -4        -2.23041         1.11589       0.0289924       -0.518618
           95400              -8              -4        -2.23014         1.11575       0.0289621       -0.517948
           95500              -8              -4        -2.22987         1.11561       0.0289318       -0.517279
           95600              -8              -4         -2.2296         1.11548       0.0289016       -0.516613
           95700              -8              -4        -2.22933         1.11534       0.0288714       -0.515948
           95800              -8              -4        -2.22907         1.11521       0.0288414       -0.515284
           95900              -8              -4        -2.22878         1.11507       0.0289776       -0.514606
           96000              -8              -4        -2.22851         1.11494       0.0289474       -0.513946
           96100              -8              -4        -2.22825          1.1148       0.0289174       -0.513288
           96200              -8              -4        -2.22798         1.11467       0.0288874       -0.512631
           96300              -8              -4        -2.22772         1.11454       0.0288574       -0.511976
           96400              -8              -4        -2.22745          1.1144       0.0288275       -0.511323
           96500              -8              -4        -2.22712         1.11425       0.0292933       -0.510581
           96600              -8              -4        -2.22686         1.11412       0.0292631       -0.509931
           96700              -8              -4         -2.2266         1.11399       0.0292328       -0.509283
           96800              -8              -4        -2.22634         1.11385       0.0292027       -0.508636
           96900              -8              -4        -2.22608         1.11372       0.0291726       -0.507991
           97000              -8              -4        -2.22582         1.11359       0.0291426       -0.507348
           97100              -8              -4        -2.22556         1.11346       0.0291126       -0.506706
           97200              -8              -4         -2.2253         1.11333       0.0290827       -0.506066
           97300              -8              -4        -2.22502          1.1132       0.0292168       -0.505411
           97400              -8              -4        -2.22476         1.11307       0.0291868       -0.504774
           97500              -8              -4         -2.2245         1.11294       0.0291569       -0.504139
           97600              -8              -4        -2.22425         1.11281       0.0291271       -0.503506
           97700              -8              -4        -2.22399         1.11268       0.0290974       -0.502873
           97800              -8              -4        -2.22374         1.11255       0.0290677       -0.502243
           97900              -8              -4        -2.22348         1.11242        0.029038       -0.501614
           98000              -8              -4        -2.22323          1.1123       0.0290084       -0.500987
           98100              -8              -4        -2.22297         1.11217       0.0289789       -0.500361
           98200              -8              -4        -2.22272         1.11204       0.0289495       -0.499736
           98300              -8               4        -2.22229         1.11183       0.0302174       -0.498748
           98400              -8               4        -2.22204         1.11171       0.0301867       -0.498128
           98500              -8               4        -2.22179         1.11158       0.0301561       -0.497508
           98600              -8               4        -2.22153         1.11146       0.0301256       -0.496891
           98700              -8               4        -2.22129         1.11133       0.0300952       -0.496274
           98800              -8               4        -2.22104          1.1112       0.0300648        -0.49566
           98900              -8               4        -2.22079         1.11108       0.0300344       -0.495047
           99000              -8               4        -2.22054         1.11096       0.0300041       -0.494435
           99100              -8               4        -2.22029         1.11083       0.0299739       -0.493825
           99200              -8               4        -2.22004         1.11071       0.0299437       -0.493216
           99300              -8               4         -2.2198         1.11058       0.0299137       -0.492609
           99400              -8               4        -2.21955         1.11046       0.0298836       -0.492004
           99500              -8               4        -2.21931         1.11034       0.0298536       -0.491399
           99600              -8               4        -2.21906         1.11021       0.0298237       -0.490797
           99700              -8               4        -2.21882         1.11009       0.0297939       -0.490195
           99800              -8               4        -2.21857         1.10997       0.0297641       -0.489596
           99900              -8               4        -2.21833         1.10984       0.0297343       -0.488997
          100000              -8               4        -2.21809         1.10972       0.0297046         -0.4884
